datetime,headline,sentiment
2007-09-15,Proposal to allow PoK students to study in Jammu varsity,0.2263
2007-09-16,Govt set to defy Left; go to IAEA,0.0
2007-09-17,Kakodkar in Vienna to attend IAEA meet,0.0
2007-09-18,Siachen trekking trip called off for now,0.0
2007-09-19,India could have gone nuclear in '65 with US nod,0.0
2007-09-20,Gujarat waits for Sunita's homecoming,0.0
2007-09-21,Idol frenzy leads to booze ban in Darjeeling,-0.7096
2007-09-22,Congress tells Karunanidhi not to comment further on Ram,0.0
2007-09-23,Shahabuddin called Lalu from Siwan jail,0.0
2007-09-24,Digital tech beaming films into small towns,0.0
2007-09-25,Rahul's elevation shows Cong confidence ahead of elections,0.5106
2007-09-26,Rahul Gandhi gets an office next to Sonia's,0.0
2007-09-27,Quota law above suspicion: Centre to SC,-0.3818
2007-09-28,Q link: Swedish investigator wanted to question Sonia,0.0
2007-09-29,Hyderabad blasts suspect's brother; associate held,0.0
2007-09-30,Study: Direct link between sleep disorder; heart disease,-0.4019
2007-10-01,Wire transfer agents under govt scanner,0.0
2007-10-02,Myanmar: India walks tightrope,0.0
2007-10-03,Indian techies see gold in carbon trade,0.0
2007-10-04,Intelligence agencies unfit to fight terror: Patil,-0.4404
2007-10-05,Jinnah's daughter can't claim property: Centre,0.0
2007-10-06,Google faces hacker threat,-0.5267
2007-10-07,Intelligence failure: Tales which sting,-0.0516
2007-10-08,Systems working fine: Google,0.2023
2007-10-09,Lead India: How the Super 8 became 1-2-3,0.5994
2007-10-10,Ration riots have dealers running for cover,-0.5106
2007-10-11,Raids on Major-General unearth crores,0.0
2007-10-12,Lucky to be at right place; among right people,0.4215
2007-10-13,Diamonds worth Rs 5 cr stolen from Mumbai airport,-0.3182
2007-10-14,MP reserve eyes a 'giant' record,0.0
2007-10-15,Cong yet to tell Left about N-deal pause,0.0
2007-10-16,Lead India: 3 men with big dreams,0.4019
2007-10-17,Lead India: Visionary or specialist?,0.5267
2007-10-18,Sensex swings like never before,0.3612
2007-10-19,Cong feels Keshubhai will help bring Modi down,0.4019
2007-10-20,PM condemns Karachi attack,-0.7506
2007-10-21,Blimey! snakes aren't slimy,0.0
2007-10-22,Judges wanted: Highly qualified and ready to work for peanuts,0.4144
2007-10-23,Nuclear deal not off; but certainly off-track: Left,-0.3724
2007-10-24,Rizwan was under police pressure,-0.296
2007-10-25,Close cases against mentally ill languishing in asylums: SC,-0.4215
2007-10-26,Coimbatore blasts: 9 more get life,0.0
2007-10-27,Channels airing riots sting banned in Ahmedabad,-0.743
2007-10-28,Ex-CM's son shot dead by Maoists,-0.6486
2007-10-29,Anti-Naxal operations to cover 18 districts,0.0
2007-10-30,Maoists kill 5 cops in Chhattisgarh,-0.6908
2007-10-31,Court gags media after Pravin's 'scandalous' remark,0.0
2007-11-01,90 Indians face deportation,0.0
2007-11-02,Rizwanur waylaid before meet with top honcho?,0.2023
2007-11-03,Gujarat on mind; Congress opposes fuel price hike,0.0
2007-11-04,Sonia attacks BJP's 'dirty politics',-0.7003
2007-11-05,In a first; MEA to be involved in North-East growth,0.3818
2007-11-06,MP may sell permits to hunt 'excess' wild animals,0.0
2007-11-07,Ajmer blast trail leads to Hurriyat,0.0
2007-11-08,2-yr-old Lakshmi stable after complex surgery,0.296
2007-11-09,Ahead of PM's Russia visit; Cabinet clears defence deals,0.1779
2007-11-10,Encounter specialist worked for me: Don,0.0
2007-11-11,CPM; Guv clash as 3 die in Nandigram,-0.5994
2007-11-12,Police watch as CPM recaptures Nandigram,0.0
2007-11-13,PM; Putin reinvigorate Indo-Russian ties,0.5106
2007-11-14,N-deal: UPA 'cool' with Left concession,0.0
2007-11-15,Terrorists kill NC corporator,-0.8689
2007-11-16,Hurt Manoj Kumar wants to sue SRK,-0.5267
2007-11-17,West Bengal to be theme state at Surajkund Fair,0.3182
2007-11-18,Troops use youth as shield in J&K,0.0
2007-11-19,Karnataka trust vote: JD(S) support under cloud,0.7184
2007-11-20,India soft-pedals on Pak support to terror,-0.1779
2007-11-21,Army wargames on near Pakistan border,0.0
2007-11-22,CPM; Buddha get Centre's clean chit,0.4019
2007-11-23,Nithari case: Cop chargesheeted for taking bribe,-0.2023
2007-11-24,Jilted man shoots model's kin; self,0.0
2007-11-25,Women groups express concern,0.0
2007-11-26,Centre adopts carrot and stick policy on Taslima's visa,0.1779
2007-11-27,Mob strips woman protester in Guwahati,0.0
2007-11-28,Stricter 'womb rent' laws needed: Docs,0.0
2007-11-29,Plans on for human trials,0.0
2007-11-30,Tobacco lobby blocks move on gory warnings,-0.4588
2007-12-01,Uttar Pradesh bans Aaja Nachle over 'casteist' remarks,0.0
2007-12-02,Telugu film beats Saawariya in northern India,0.0
2007-12-03,Is Pak violating LoC truce pact?,-0.5423
2007-12-04,Fresh case against Chholegate kingpin Ashok Malhotra,0.3182
2007-12-05,India summons Malaysia envoy; conveys concern,0.0
2007-12-06,Secy's widow challenges Soren acquittal,0.0772
2007-12-07,YSR panel nails Naidu for 'bungling',0.0
2007-12-08,SC to hear Nandigram appeal on Dec 13,0.0
2007-12-09,Metals in water up kidney risk in Punjab,-0.2732
2007-12-10,Fake civic set-up unearthed in Jhansi,-0.4767
2007-12-11,SC slams judicial overreach,0.0
2007-12-12,Exit polls show BJP has lost ground since '02,-0.3182
2007-12-13,Modi gets SC contempt notice,-0.5859
2007-12-14,Sania apologises for shooting inside mosque,0.2023
2007-12-15,Pandit Ravi Shankar barred from flight; hotel for travelling with pet,0.0
2007-12-16,Godman Chandraswami wants to go globe-trotting,0.0
2007-12-17,Chhattisgarh jailbreak: 110 Maoists escape,0.1779
2007-12-18,Puri shrine's wealth zooms,0.4939
2007-12-19,Maoists riot in Beur prison,-0.7845
2007-12-20,Lead India: Get up; close & personal,0.0
2007-12-21,Taslima frets in 'house arrest',-0.34
2007-12-22,Amitabh's mother Teji passes away,0.0
2007-12-23,Lead India: Ujjwal shines in GK round,0.0
2007-12-24,After Advani who? Debate is settled,0.0
2007-12-25,'I'll concede defeat if I've made a single communal speech',-0.4588
2007-12-26,Despite Modi's olive branch; Keshubhai misses show,-0.2263
2007-12-27,Lead India: Up; close & personal with Devang Nanavati,0.0
2007-12-28,The death of a daughter,-0.5994
2007-12-29,Pak crisis a red alert for India,-0.4404
2007-12-30,Lead India: Abha Singh rocks the talk,0.0
2007-12-31,Maoist whiff in Kandhamal violence,-0.6249
2008-01-01,2008: For tranquility in troubled times,-0.0516
2008-01-02,Government sop for minority women,0.0
2008-01-03,Stiffer dowry law may lead to more abuse,-0.6697
2008-01-04,Gujarati couple had married a day before Juhu ordeal,0.0
2008-01-05,Stable Pak is in India's interest: Pranab,0.6369
2008-01-06,Socialism a distant goal; says Basu,0.0
2008-01-07,Hizb comes knocking to Kerala now?,0.0
2008-01-08,Shivani murder accused granted interim bail,-0.7096
2008-01-09,Moninder named in fifth Nithari case,0.0
2008-01-10,Get ready to pay toll on Delhi-Gurgaon ride,0.2732
2008-01-11,Despite 100% raise; Prez gets less than IIM grads,0.0
2008-01-12,Protesters paralyze Singur car plant,-0.2263
2008-01-13,Lead India And then there were five,0.0
2008-01-14,Govt wants to tap carbon mkt for city projects,0.0
2008-01-15,Govt may go in for compulsory military service,0.0
2008-01-16,Govt may give Bharat Ratna a miss again,-0.1531
2008-01-17,New embarkation cards to seek more info,0.0
2008-01-18,After Gorshkov; Moscow-Delhi spar over submarine,0.0
2008-01-19,12 convicted in Bilkis case,0.0
2008-01-20,Govinda decides to quit politics,0.0
2008-01-21,Swiss woman raped in Pushkar,-0.6808
2008-01-22,Bengal bird flu spreads to humans?,-0.3818
2008-01-23,Rare Netaji papers to be released,0.0
2008-01-24,Bengal students top learning survery,0.2023
2008-01-25,Evading cops for 20 years; dreaded UP don arrested,-0.7783
2008-01-26,Lead India: Power; with responsibility,0.0
2008-01-27,LEAD INDIA: The final three emerge,0.0
2008-01-28,Salva Judum legality test in SC today,0.0
2008-01-29,Budget session of Parliament to commence from Feb 25,0.0
2008-01-30,Three Sri Lankans taken into custody in Tamil Nadu,0.0
2008-01-31,India worried about Al-Qaida hold on Pak,-0.296
2008-02-01,Bollywood classics have run out of copyright life,0.0
2008-02-02,Lead India: It's down to the final two,0.0
2008-02-03,Big B doing nothing for Maharashtra: Raj Thackeray,0.0
2008-02-04,Surjeet likely to exit CPM politburo,0.0
2008-02-05,Number of 'outsiders' in Mumbai declining,0.0772
2008-02-06,Lead India super six have their say: Abha Singh,0.5994
2008-02-07,LEAD INDIA: Adrenalin rush in last lap,0.0
2008-02-08,Lead India: Done and dusted by 60,0.0
2008-02-09,Congress leader lynched at poll meeting,0.0
2008-02-10,CPM not to withdraw support to UPA govt: Yechuri,-0.3089
2008-02-11,LeT plot to blow up BSE foiled; six held,0.0
2008-02-12,Lashkar had plotted attack on ISRO,-0.4767
2008-02-13,US student molested on Visva-Bharati campus,-0.4404
2008-02-14,Smoking will kill 10 lakh in India every year: Study,-0.6908
2008-02-15,Bird flu may kill badminton grand prix,-0.6486
2008-02-16,Russia plays spoilsport in T-90S tank deal,0.25
2008-02-17,Flagging trouble: Celebs' brush with Tricolour,-0.4019
2008-02-18,Vaishyas unhappy over exclusion of their 'hero',-0.6124
2008-02-19,Maharashtra govt gets NHRC notice for violence against migrants,-0.6249
2008-02-20,President Patil gives nod to delimitation,0.0
2008-02-21,States yet to file a reply in SC on key issues,0.0
2008-02-22,CRPF jawan arrested for terror links,-0.7579
2008-02-23,Rajasthan; MP distributors to lose Rs 3 cr,-0.4019
2008-02-24,Live coverage: 53rd Filmfare Awards,0.4588
2008-02-25,Don't try to match pay panel review: RBI warns states,-0.2023
2008-02-26,In Oscars; 3 cheers for India,0.4767
2008-02-27,MP HC lifts ban on Jodhaa Akbar screening,-0.5574
2008-02-28,Book kidney kingpin under MCI Act: IMA,0.0
2008-02-29,Pilots with foreign radio licences risk being grounded,-0.2732
2008-03-01,Budget 2008: Farmers all over are loving it,0.5994
2008-03-02,Breakfast cereal will not get any cheaper,0.0
2008-03-03,SPG may soon acquire aircraft,0.0
2008-03-04,Clarify procedure for appointment of HC judges: SC,0.0
2008-03-05,Shape up or face action; airlines tell air hostesses,0.0
2008-03-06,India and IAEA close to finalising safeguards text,0.34
2008-03-07,3 killed; 5 hurt in grenade blast in Jammu and Kashmir,-0.836
2008-03-08,Ashok Todi denies Priyanka had married Rizwanur,-0.4215
2008-03-09,We won't sacrifice Govt for N-deal: Pranab,0.0
2008-03-10,Four Hindi speaking people shot dead in Assam,-0.6486
2008-03-11,36% of scientists at NASA are Indians: Govt survey,0.0
2008-03-12,House panel wants FBI-like powers for CBI,0.0
2008-03-13,India's first sea-link bridge to be completed by December,0.0
2008-03-14,Big cars fare badly in tech ratings,-0.4767
2008-03-15,Now; Aussie hope for Manjunath,0.4404
2008-03-16,India breaks silence; calls for talks on Tibet,0.0
2008-03-17,I was supposed to be the hidden hand: Advani,0.4939
2008-03-18,Denied entry to Kolkata; Taslima heads abroad,-0.4404
2008-03-19,Rape slur: Army officers recalled from Congo,-0.6908
2008-03-20,Close shave for tourists in Udaipur,0.0
2008-03-21,Readers remind Dhoni: You too would be a senior,0.0
2008-03-22,Pelosi meets Dalai Lama; slams China,0.0
2008-03-23,India shining: US headhunts Hindi teachers,0.0
2008-03-24,Biscuit firms tweak plan to sell wares,0.0
2008-03-25,Shivani's killer gets life term,-0.6486
2008-03-26,Bachchan won't donate Pune land,0.0
2008-03-27,ISI still helping terror groups against India: Narayanan,-0.296
2008-03-28,Lashkar takes over D-Company,0.0
2008-03-29,Price rise threatens Cong poll party,0.0258
2008-03-30,Tibetan exiles plan own 'Olympics',0.0
2008-03-31,Since January; 12 intrusions by China,0.0
2008-04-01,Baichung Bhutia refuses to carry Olympic torch,0.0
2008-04-02,Rs 42 burger auctioned for Rs 4 lakh,0.0
2008-04-03,Industrialisation has to move ahead in WB: Buddhadeb,0.0
2008-04-04,Medical tourism booming in India,0.0
2008-04-05,Media may boycott IPL matches,-0.3182
2008-04-06,BCCI blinks; tells IPL to sort out media row,0.0
2008-04-07,Congress Gennext finally enters Council of Ministers,0.0
2008-04-08,Yechury sounds out Sonia on price rise,0.0
2008-04-09,Bigger role for Karmapa with US visit?,0.0
2008-04-10,60-yr-old beheaded for 'witchcraft',0.0
2008-04-11,VHP 'converts' 19 Christian tribals to Hinduism,0.0
2008-04-12,Mechanism in place to sanitize skies: IAF,0.0
2008-04-13,In Kota; coaching classes to get into IIT coaching classes,0.0
2008-04-14,CBSE to rank schools on maths; science ability,0.3182
2008-04-15,RTI query: Did Priyanka meet Rajiv's assassin last month?,0.0
2008-04-16,My sins have been cleansed: Nalini,-0.4588
2008-04-17,Three-tier security ring for Olympic torch run,0.34
2008-04-18,Govt relieved as Olympic torch relay gets over,0.3818
2008-04-19,On quota; IIT cut-offs may go negative,-0.5719
2008-04-20,Hippies; yippies and now scuppies,0.0
2008-04-21,Missiles mainstay of Pak's N-arsenal,0.0
2008-04-22,N-graphite export bid: Mumbai firm in dock,0.0
2008-04-23,Mystery blip: Mid-air scare for PM's plane,-0.4939
2008-04-24,A fine of Rs 1 lakh on Dhoni's PIL tormentor,0.2023
2008-04-25,ISRO to launch 10 satellites in one go,0.0
2008-04-26,Left sees Red over PM's remark on inflation,0.0
2008-04-27,Indian bags UK's biggest art prize,0.5106
2008-04-28,Advani slams N-deal; Brajesh says grab it,0.0
2008-04-29,Price rise issue: Sonia tears into Bengal govt,-0.2263
2008-04-30,Replace cheerleading by bhangra,0.296
2008-05-01,45th extension for 15-yr-old Liberhan panel,0.0
2008-05-02,Maharashtra minister hoists Tricolour upside down,0.0
2008-05-03,OBC quota: IIM alumni move HC for stay,0.0
2008-05-04,Sikand murder: Ex-Army officer gets life term,-0.6908
2008-05-05,Zero rentals a hit in Mumbai suburbs,0.0
2008-05-06,Gene making Indians fat found,0.0
2008-05-07,Liquor set to become cheaper in 5-star hotels,0.0
2008-05-08,Curbs on Chinese power sector may hit ties,0.0
2008-05-09,Look for alternative to proposed Setu route: SC,0.0
2008-05-10,DIAL asked to explain mess at IGI airport,-0.3612
2008-05-11,Akhilesh Das joins BSP; made gen secy,0.0
2008-05-12,CRPF DIG accused of molesting 2 women,-0.7184
2008-05-13,Going ballistic: India looks to join elite missile club,0.296
2008-05-14,80 killed; 150 wounded in Jaipur blasts,-0.6705
2008-05-15,No funds for quota rollout: IITs; IIMs,-0.296
2008-05-16,CJI seeks to break norms for office space at home,0.0
2008-05-17,India in China's nuke crosshairs,0.0
2008-05-18,Cops hunt for SIMI man from Indore,0.0
2008-05-19,Freed by militants; engineer to return home soon,0.4019
2008-05-20,Army losing charm; colonels shun elite course,0.0258
2008-05-21,Germany offers black money data; India dithers,0.0
2008-05-22,Jaipur blasts suspect held in Delhi,-0.296
2008-05-23,Elderly can't be denied medical insurance: SC,0.3412
2008-05-24,Childhood friend from Pak arrives to meet PM,0.4939
2008-05-25,Airlines to pay for denying boarding,-0.4215
2008-05-26,Shortage of blood: Banks don't maintain buffer stock,-0.25
2008-05-27,Quit India notice to 5 foreign Tibet marchers,0.0
2008-05-28,Dhoni more interested in hairdo than game: Lalu,0.4576
2008-05-29,Delhi braces for Gujjar protest,-0.25
2008-05-30,Chronology of Nitish Katara murder case,-0.6908
2008-05-31,Help at hand for 74 mn smokers in India,0.7096
2008-06-01,'Tired' Antony faints at passing out parade at NDA,0.0
2008-06-02,Aarushi murder: CBI probe begins,-0.6908
2008-06-03,Political pitch? Rahul gifts Amethi its own T20,0.0
2008-06-04,Govt move to put pilot rest rules in abeyance draws flak,0.0
2008-06-05,UPA has unleashed economic terror: BJP,-0.5267
2008-06-06,Govt pares order for foreign choppers from 384 to 197,0.0
2008-06-07,Father kills daughter for family honour,0.0516
2008-06-08,65-yr-old man in MP gets death for killing eight,-0.8519
2008-06-09,No let up in ISI operations: Report,-0.296
2008-06-10,N-deal must for energy needs: Prime Minister,0.2732
2008-06-11,Send drunk & rash drivers to 10 years in jail: Law panel,-0.6249
2008-06-12,Blasts; unrest scaring off foreign tourists,-0.4404
2008-06-13,Star Trek-style injections suit India: Creator,0.0
2008-06-14,No fresh violence reports in Darjeeling; Dooars,-0.6124
2008-06-15,Saif pips SRK in ad visibility race,0.0
2008-06-16,India to build 43 new IT cities in 10 yrs,0.0
2008-06-17,Panel may allow sub-division of SCs,0.2263
2008-06-18,For N-deal; a 'make or break' moment,0.0
2008-06-19,Rights body to rescue of Pak national,0.5106
2008-06-20,Respite for Rani in Shirdi land case,0.0
2008-06-21,No tip off by Pak during infiltration bid: Army,-0.296
2008-06-22,Why rush N-deal now? Govt wants quick IAEA; NSG nod,0.0
2008-06-23,India to expand military ties with Lanka,0.3182
2008-06-24,Allies ready to underwrite N-truce,0.3612
2008-06-25,Forces may get further pay hike of 20 per cent,-0.1027
2008-06-26,Plane overshoots Mumbai as both pilots go to sleep,0.0
